thai sentence,english sentence,thai phoneme,english phoneme
คุณอยากไปดูหนังเรื่องใหม่ที่เข้าฉายสุดสัปดาห์นี้กับฉันไหม,Would you like to go see the new movie released this weekend with me?,kʰ u n _ j aː2 k _ p a j _ d uː _ n a5 ŋ _ r ɯːa3 ŋ _ m a2 j _ tʰ iː3 _ kʰ a3 w _ cʰ aː5 j _ s u2 t s a2 p d aː _ n iː4 _ k a2 p _ cʰ a5 n _ m a5 j,w ʊ d _ j uː _ l aɪ k _ t ə _ ɡ oʊ _ s iː _ ð ə _ n uː _ m uː v i _ ɹ ɪ l iː s d _ ð ɪ s _ w iː k ɛ n d _ w ɪ ð _ m iː ?
เมื่อเรามีความสุขเราควรแบ่งปันให้กับคนรอบข้างด้วย,"When we are happy, we should share it with those around us",m ɯːa3 _ r a w _ m iː _ kʰw aː m s u2 k _ r a w _ kʰ uːa n _ b ɛː2 ŋ p a n _ h a3 j _ k a2 p _ kʰ o n _ r ᴐː3 p kʰ aː3 ŋ _ d uːa3 j,"w ɛ n _ w iː _ ɑːɹ _ h æ p i , _ w iː _ ʃ ʊ d _ ʃ ɛ ɹ _ ɪ t _ w ɪ ð _ ð oʊ z _ ɐ ɹ aʊ n d _ ʌ s"
ฉันกำลังหาข้อมูลเกี่ยวกับสถานที่ท่องเที่ยวสำหรับการเดินทางครั้งหน้า,I'm researching tourist spots for our next trip,cʰ a5 n _ k a m l a ŋ _ h aː5 _ kʰ ᴐː3 m uː n _ k iːa2 w k a2 p _ s a2 tʰ aː5 n tʰ iː3 tʰ ᴐː3 ŋ tʰ iːa3 w _ s a5 m r a2 p _ k aː n _ d ɤː n tʰ aː ŋ _ kʰr a4 ŋ n aː3,aɪ m _ ɹ ɪ s ɜː tʃ ɪ ŋ _ t ʊ ɹ ɪ s t _ s p ɑː t s _ f ɔː ɹ _ aʊ ɚ _ n ɛ k s t _ t ɹ ɪ p
ถ้าเรามีเวลาว่างเราควรใช้มันให้เป็นประโยชน์มากที่สุด,"If we have free time, we should make the most beneficial use of it",tʰ aː3 _ r a w _ m iː _ w eː l aː w aː3 ŋ _ r a w _ kʰ uːa n _ cʰ a4 j _ m a n _ h a3 j _ p e n _ pr a2 j oː2 t _ m aː3 k _ tʰ iː3 s u2 t,"ɪ f _ w iː _ h æ v _ f ɹ iː _ t aɪ m , _ w iː _ ʃ ʊ d _ m eɪ k _ ð ə _ m oʊ s t _ b ɛ n ɪ f ɪ ʃ əl _ j uː s _ ʌ v _ ɪ t"
คุณคิดว่าอันไหนดีกว่าระหว่างการทำงานที่บ้านกับที่สำนักงาน,Which do you think is better between working from home and at the office?,kʰ u n _ kʰ i4 t _ w aː3 _ ʔ a n _ n a5 j _ d iː _ kw aː2 _ r a4 w aː2 ŋ _ k aː n _ tʰ a m ŋ aː n _ tʰ iː3 _ b aː3 n _ k a2 p _ tʰ iː3 _ s a5 m n a4 k ŋ aː n,w ɪ tʃ _ d uː _ j uː _ θ ɪ ŋ k _ ɪ z _ b ɛ ɾ ɚ _ b ɪ t w iː n _ w ɜː k ɪ ŋ _ f ɹ ʌ m _ h oʊ m _ æ n d _ æ t _ ð ɪ _ ɑː f ɪ s ?
ฉันชอบปลูกผักสวนครัวเพราะได้กินผักสดและปลอดสารพิษ,I like growing vegetables because I can eat fresh and organic produce,cʰ a5 n _ cʰ ᴐː3 p _ pl uː2 k _ pʰ a2 k s uːa5 n kʰr uːa _ pʰr ᴐ4 _ d aː3 j _ k i n _ pʰ a2 k s o2 t _ l ɛ4 _ pl ᴐː2 t _ s aː5 n pʰ i4 t,aɪ _ l aɪ k _ ɡ ɹ oʊ ɪ ŋ _ v ɛ dʒ ɪ ɾ ə b əl z _ b ɪ k ʌ z _ aɪ _ k æ n _ iː t _ f ɹ ɛ ʃ _ æ n d _ ɔːɹ ɡ æ n ɪ k _ p ɹ ə d uː s
การเรียนรู้อย่างต่อเนื่องเป็นสิ่งสำคัญสำหรับการพัฒนาตนเอง,Continuous learning is important for personal development,k aː n _ r iːa n r uː4 _ j aː2 ŋ _ t ᴐː2 n ɯːa3 ŋ _ p e n _ s i2 ŋ _ s a5 m kʰ a n _ s a5 m r a2 p _ k aː n _ pʰ a4 t tʰ a4 n aː _ t o n ʔ eː ŋ,k ə n t ɪ n j uː ə s _ l ɜː n ɪ ŋ _ ɪ z _ ɪ m p oːɹ t ə n t _ f ɔːɹ _ p ɜː s ə n əl _ d ɪ v ɛ l ə p m ə n t
ฉันรู้สึกขอบคุณสำหรับทุกสิ่งที่ฉันมีในชีวิต,I feel grateful for everything I have in life,cʰ a5 n _ r uː4 s ɯ2 k _ kʰ ᴐː2 p kʰ u n _ s a5 m r a2 p _ tʰ u4 k _ s i2 ŋ _ tʰ iː3 _ cʰ a5 n _ m iː _ n a j _ cʰ iː w i4 t,aɪ _ f iː l _ ɡ ɹ eɪ t f əl _ f ɔː ɹ _ ɛ v ɹ ɪ θ ɪ ŋ _ aɪ _ h æ v _ ɪ n _ l aɪ f
ฉันอยากลองฝึกสมาธิเพื่อให้จิตใจสงบและคลายความเครียด,I want to try practicing meditation to calm my mind and relieve stress,cʰ a5 n _ j aː2 k _ l ᴐː ŋ _ f ɯ2 k _ s a2 m aː tʰ i4 _ pʰ ɯːa3 _ h a3 j _ c i2 t c a j _ s a2 ŋ o2 p _ l ɛ4 _ kʰl aː j _ kʰw aː m kʰr iːa3 t,aɪ _ w ɑː n t _ t ə _ t ɹ aɪ _ p ɹ æ k t ɪ s ɪ ŋ _ m ɛ d ɪ t eɪ ʃ ə n _ t ə _ k ɑː m _ m aɪ _ m aɪ n d _ æ n d _ ɹ ɪ l iː v _ s t ɹ ɛ s
คุณมีความฝันอะไรที่อยากทำให้เป็นจริงในอนาคตบ้าง,What dreams do you have that you want to make come true in the future?,kʰ u n _ m iː _ kʰw aː m f a5 n _ ʔ a2 r a j _ tʰ iː3 _ j aː2 k _ tʰ a m h a3 j _ p e n _ c i ŋ _ n a j _ ʔ a2 n aː kʰ o4 t _ b aː3 ŋ,w ʌ t _ d ɹ iː m z _ d uː _ j uː _ h æ v _ ð æ t _ j uː _ w ɑː n t _ t ə _ m eɪ k _ k ʌ m _ t ɹ uː _ ɪ n ð ə _ f j uː tʃ ɚ ?
การใช้เวลาอยู่กับครอบครัวเป็นสิ่งที่มีค่าที่สุดสำหรับฉัน,Spending time with family is the most valuable thing for me,k aː n _ cʰ a4 j _ w eː l aː _ j uː2 _ k a2 p _ kʰr ᴐː3 p kʰr uːa _ p e n _ s i2 ŋ _ tʰ iː3 _ m iː _ kʰ aː3 _ tʰ iː3 s u2 t _ s a5 m r a2 p _ cʰ a5 n,s p ɛ n d ɪ ŋ _ t aɪ m _ w ɪ ð _ f æ m ɪ l i _ ɪ z _ ð ə _ m oʊ s t _ v æ l j uː ə b əl _ θ ɪ ŋ _ f ɔːɹ _ m iː
ฉันตื่นเต้นที่จะได้เริ่มโครงการใหม่ที่ท้าทายและน่าสนใจนี้,"I'm excited to start this new, challenging, and interesting project",cʰ a5 n _ t ɯː2 n t eː3 n _ tʰ iː3 _ c a2 _ d aː3 j _ r ɤː3 m _ kʰr oː ŋ k aː n _ m a2 j _ tʰ iː3 _ tʰ aː4 tʰ aː j _ l ɛ4 _ n aː3 s o5 n c a j _ n iː4,"aɪ m _ ɛ k s aɪ ɾ ᵻ d _ t ə _ s t ɑːɹ t _ ð ɪ s _ n uː , _ tʃ æ l ɪ n dʒ ɪ ŋ , _ æ n d _ ɪ n t ɹ ə s t ɪ ŋ _ p ɹ ɑː dʒ ɛ k t"
ถ้าเรารักษาสิ่งแวดล้อมโลกของเราก็จะน่าอยู่มากขึ้น,"If we preserve the environment, our world will be more livable",tʰ aː3 _ r a w _ r a4 k s aː5 _ s i2 ŋ w ɛː3 t l ᴐː4 m _ l oː3 k _ kʰ ᴐː5 ŋ _ r a w _ k ᴐː3 _ c a2 _ n aː3 _ j uː2 _ m aː3 k _ kʰ ɯ3 n,"ɪ f _ w iː _ p ɹ ɪ s ɜː v _ ð ɪ _ ɛ n v aɪ ɹ ə n m ə n t , _ aʊ ɚ _ w ɜː l d _ w ɪ l _ b iː _ m oːɹ _ l ɪ v ə b əl"
ฉันเคยไปเรียนภาษาอังกฤษที่ต่างประเทศและได้ประสบการณ์มากมาย,I once went to study English abroad and gained a lot of experience,cʰ a5 n _ kʰ ɤː j _ p a j _ r iːa n _ pʰ aː s aː5 _ ʔ a ŋ kr i2 t _ tʰ iː3 _ t aː2 ŋ pr a2 tʰ eː3 t _ l ɛ4 _ d aː3 j _ pr a2 s o2 p k aː n _ m aː3 k m aː j,aɪ _ w ʌ n s _ w ɛ n t _ t ə _ s t ʌ d i _ ɪ ŋ ɡ l ɪ ʃ _ ɐ b ɹ ɔː d _ æ n d _ ɡ eɪ n d _ ɐ _ l ɑː t _ ʌ v _ ɛ k s p iə ɹ ɪ ə n s
คุณอยากลองทำกิจกรรมผจญภัยเช่นปีนเขาหรือดำน้ำดูปะการังไหม,Would you like to try adventure activities like mountain climbing or snorkeling?,kʰ u n _ j aː2 k _ l ᴐː ŋ _ tʰ a m _ k i2 t c a2 k a m _ pʰ a2 c o n pʰ a j _ cʰ eː3 n _ p iː n _ kʰ a5 w _ r ɯː5 _ d a m n aː4 m _ d uː _ p a2 k aː r a ŋ _ m a5 j,w ʊ d _ j uː _ l aɪ k _ t ə _ t ɹ aɪ _ ɐ d v ɛ n tʃ ɚ ɹ _ æ k t ɪ v ɪ ɾ i z _ l aɪ k _ m aʊ n t ɪ n _ k l aɪ m ɪ ŋ _ ɔːɹ _ s n oːɹ k ə l ɪ ŋ ?
เมื่อเรามีเป้าหมายเราก็ควรพยายามอย่างเต็มที่เพื่อให้บรรลุ,"When we have goals, we should strive fully to achieve them",m ɯːa3 _ r a w _ m iː _ p a3 w m aː5 j _ r a w _ k ᴐː3 _ kʰ uːa n _ pʰ a4 j aː j aː m _ j aː2 ŋ _ t e m tʰ iː3 _ pʰ ɯːa3 _ h a3 j _ b a n l u4,"w ɛ n _ w iː _ h æ v _ ɡ oʊ l z , _ w iː _ ʃ ʊ d _ s t ɹ aɪ v _ f ʊ l i _ t ʊ _ ɐ tʃ iː v _ ð ɛ m"
ฉันกำลังฝึกฝนการเล่นโยคะเพื่อสุขภาพที่ดีและจิตใจที่สงบ,I'm practicing yoga for good health and a peaceful mind,cʰ a5 n _ k a m l a ŋ _ f ɯ2 k f o5 n _ k aː n _ l eː3 n _ j oː kʰ a4 _ pʰ ɯːa3 _ s u2 k kʰ a2 pʰ aː3 p _ tʰ iː3 _ d iː _ l ɛ4 _ c i2 t c a j _ tʰ iː3 _ s a2 ŋ o2 p,aɪ m _ p ɹ æ k t ɪ s ɪ ŋ _ j oʊ ɡ ə _ f ɔːɹ _ ɡ ʊ d _ h ɛ l θ _ æ n d _ ɐ _ p iː s f əl _ m aɪ n d
ถ้าเราช่วยกันรักษาความสะอาดชุมชนของเราก็จะน่าอยู่ขึ้น,"If we help keep our community clean, it will become more pleasant to live in",tʰ aː3 _ r a w _ cʰ uːa3 j _ k a n _ r a4 k s aː5 _ kʰw aː m _ s a2 ʔ aː2 t _ cʰ u m cʰ o n _ kʰ ᴐː5 ŋ _ r a w _ k ᴐː3 _ c a2 _ n aː3 _ j uː2 _ kʰ ɯ3 n,"ɪ f _ w iː _ h ɛ l p _ k iː p _ aʊ ɚ _ k ə m j uː n ɪ ɾ i _ k l iː n , _ ɪ t _ w ɪ l _ b ɪ k ʌ m _ m oːɹ _ p l ɛ z ə n t _ t ə _ l ɪ v _ ɪ n"
ฉันอยากเรียนทำขนมปังโฮมเมดเพื่อทำให้ครอบครัวทาน,I want to learn to bake homemade bread to make for my family,cʰ a5 n _ j aː2 k _ r iːa n _ tʰ a m _ kʰ a2 n o5 m p a ŋ _ h oː m _ m eː3 t _ pʰ ɯːa3 _ tʰ a m h a3 j _ kʰr ᴐː3 p kʰr uːa _ tʰ aː n,aɪ _ w ɑː n t _ t ə _ l ɜː n _ t ə _ b eɪ k _ h oʊ m m eɪ d _ b ɹ ɛ d _ t ə _ m eɪ k _ f ɔːɹ _ m aɪ _ f æ m ɪ l i
คุณคิดว่าเทคโนโลยีจะเปลี่ยนแปลงชีวิตของเราอย่างไรบ้าง,How do you think technology will change our lives?,kʰ u n _ kʰ i4 t _ w aː3 _ tʰ eː4 k n oː l oː j iː _ c a2 _ pl iːa2 n pl ɛː ŋ _ cʰ iː w i4 t _ kʰ ᴐː5 ŋ _ r a w _ j aː2 ŋ r a j _ b aː3 ŋ,h aʊ _ d uː _ j uː _ θ ɪ ŋ k _ t ɛ k n ɑː l ə dʒ i _ w ɪ l _ tʃ eɪ n dʒ _ aʊ ɚ _ l aɪ v z ?
การอ่านข่าวทุกวันช่วยให้เราทันสมัยและรู้ทันเหตุการณ์,Reading the news every day keeps us up-to-date and informed about events,k aː n _ ʔ aː2 n _ kʰ aː2 w _ tʰ u4 k _ w a n _ cʰ uːa3 j _ h a3 j _ r a w _ tʰ a n s a2 m a5 j _ l ɛ4 _ r uː4 tʰ a n _ h eː2 t k aː n,ɹ iː d ɪ ŋ _ ð ə _ n uː z _ ɛ v ɹ i _ d eɪ _ k iː p s _ ʌ s _ ʌ p t ə d eɪ t _ æ n d _ ɪ n f ɔːɹ m d _ ɐ b aʊ t _ ɪ v ɛ n t s
ฉันกำลังมองหาวิธีที่จะปรับปรุงทักษะการจัดการเวลาของฉัน,I'm looking for ways to improve my time management skills,cʰ a5 n _ k a m l a ŋ _ m ᴐː ŋ h aː5 _ w i4 tʰ iː _ tʰ iː3 _ c a2 _ pr a2 p pr u ŋ _ tʰ a4 k s a2 _ k aː n _ c a2 t k aː n _ w eː l aː _ kʰ ᴐː5 ŋ _ cʰ a5 n,aɪ m _ l ʊ k ɪ ŋ _ f ɔːɹ _ w eɪ z _ t ʊ _ ɪ m p ɹ uː v _ m aɪ _ t aɪ m _ m æ n ɪ dʒ m ə n t _ s k ɪ l z
ถ้าเราช่วยเหลือผู้อื่นเราก็จะได้รับความสุขและความพึงพอใจ,"If we help others, we will gain happiness and satisfaction",tʰ aː3 _ r a w _ cʰ uːa3 j l ɯːa5 _ pʰ uː3 ʔ ɯː2 n _ r a w _ k ᴐː3 _ c a2 _ d aː3 j r a4 p _ kʰw aː m s u2 k _ l ɛ4 _ kʰw aː m _ pʰ ɯ ŋ pʰ ᴐː c a j,"ɪ f _ w iː _ h ɛ l p _ ʌ ð ɚ z , _ w iː _ w ɪ l _ ɡ eɪ n _ h æ p ɪ n ə s _ æ n d _ s æ ɾ ɪ s f æ k ʃ ə n"
การเรียนภาษาใหม่เป็นวิธีที่ดีในการเปิดมุมมองของเรา,Learning a new language is a great way to broaden our perspectives,k aː n _ r iːa n _ pʰ aː s aː5 _ m a2 j _ p e n _ w i4 tʰ iː _ tʰ iː3 _ d iː _ n a j _ k aː n _ p ɤː2 t _ m u m m ᴐː ŋ _ kʰ ᴐː5 ŋ _ r a w,l ɜː n ɪ ŋ _ ɐ _ n uː _ l æ ŋ ɡ w ɪ dʒ _ ɪ z _ ɐ _ ɡ ɹ eɪ t _ w eɪ _ t ə _ b ɹ ɔː d ə n _ aʊ ɚ _ p ɚ s p ɛ k t ɪ v z
คุณอยากลองเรียนรู้การทำสวนไหมมันเป็นกิจกรรมที่ผ่อนคลาย,Would you like to try learning gardening? It's a relaxing activity,kʰ u n _ j aː2 k _ l ᴐː ŋ _ r iːa n r uː4 _ k aː n _ tʰ a m s uːa5 n _ m a5 j _ m a n _ p e n _ k i2 t c a2 k a m _ tʰ iː3 _ pʰ ᴐː2 n kʰl aː j,w ʊ d _ j uː _ l aɪ k _ t ə _ t ɹ aɪ _ l ɜː n ɪ ŋ _ ɡ ɑːɹ d ə n ɪ ŋ ? _ ɪ t s _ ɐ _ ɹ ɪ l æ k s ɪ ŋ _ æ k t ɪ v ɪ ɾ i
ฉันตั้งใจว่าจะลดการใช้น้ำตาลเพื่อสุขภาพที่ดียิ่งขึ้น,I intend to reduce sugar intake for better health,cʰ a5 n _ t a3 ŋ c a j _ w aː3 _ c a2 _ l o4 t _ k aː n _ cʰ a4 j _ n aː4 m t aː n _ pʰ ɯːa3 _ s u2 k kʰ a2 pʰ aː3 p _ tʰ iː3 _ d iː _ j i3 ŋ kʰ ɯ3 n,aɪ _ ɪ n t ɛ n d _ t ə _ ɹ ɪ d uː s _ ʃ ʊ ɡ ɚ ɹ _ ɪ n t eɪ k _ f ɔːɹ _ b ɛ ɾ ɚ _ h ɛ l θ
ถ้าเราสร้างนิสัยที่ดีเราก็จะมีชีวิตที่มีคุณภาพขึ้น,"If we develop good habits, we'll have a better quality of life",tʰ aː3 _ r a w _ s aː3 ŋ _ n i4 s a5 j _ tʰ iː3 _ d iː _ r a w _ k ᴐː3 _ c a2 _ m iː _ cʰ iː w i4 t _ tʰ iː3 _ m iː _ kʰ u n n a4 pʰ aː3 p _ kʰ ɯ3 n,"ɪ f _ w iː _ d ɪ v ɛ l ə p _ ɡ ʊ d _ h æ b ɪ t s , _ w iː l _ h æ v _ ɐ _ b ɛ ɾ ɚ _ k w ɑː l ɪ ɾ i _ ʌ v _ l aɪ f"
ฉันหวังว่าอากาศจะดีในวันหยุดนี้เพื่อที่เราจะได้ไปปิกนิกกัน,I hope the weather is good this holiday so we can go for a picnic,cʰ a5 n _ w a5 ŋ _ w aː3 _ ʔ aː k aː2 t _ c a2 _ d iː _ n a j _ w a n j u2 t _ n iː4 _ pʰ ɯːa3 _ tʰ iː3 _ r a w _ c a2 _ d aː3 j _ p a j _ p i2 k n i4 k _ k a n,aɪ _ h oʊ p _ ð ə _ w ɛ ð ɚ ɹ _ ɪ z _ ɡ ʊ d _ ð ɪ s _ h ɑː l ɪ d eɪ _ s oʊ _ w iː _ k æ n _ ɡ oʊ _ f ɚ ɹ ə _ p ɪ k n ɪ k
คุณมีแผนจะทำอะไรในปีใหม่นี้บ้างฉันอยากรู้,What plans do you have for this New Year? I'd like to know,kʰ u n _ m iː _ pʰ ɛː5 n _ c a2 _ tʰ a m _ ʔ a2 r a j _ n a j _ p iː m a2 j _ n iː4 _ b aː3 ŋ _ cʰ a5 n _ j aː2 k _ r uː4,w ʌ t _ p l æ n z _ d uː _ j uː _ h æ v _ f ɔːɹ _ ð ɪ s _ n uː _ j ɪɹ ? _ aɪ d _ l aɪ k _ t ə _ n oʊ
การฟังความคิดเห็นของผู้อื่นจะช่วยให้เราเข้าใจมากขึ้น,Listening to others' opinions will help us understand more,k aː n _ f a ŋ _ kʰw aː m kʰ i4 t h e5 n _ kʰ ᴐː5 ŋ _ pʰ uː3 ʔ ɯː2 n _ c a2 _ cʰ uːa3 j _ h a3 j _ r a w _ kʰ a3 w c a j _ m aː3 k _ kʰ ɯ3 n,l ɪ s ə n ɪ ŋ _ t ʊ _ ʌ ð ɚ z _ ə p ɪ n iə n z _ w ɪ l _ h ɛ l p _ ʌ s _ ʌ n d ɚ s t æ n d _ m oːɹ
ฉันกำลังฝึกทำสมูทตี้ผลไม้สดเพื่อสุขภาพที่ดีของฉัน,I'm practicing making fresh fruit smoothies for my health,cʰ a5 n _ k a m l a ŋ _ f ɯ2 k _ tʰ a m _ s a2 m uː2 t _ t iː3 _ pʰ o5 n l a4 m aː4 j _ s o2 t _ pʰ ɯːa3 _ s u2 k kʰ a2 pʰ aː3 p _ tʰ iː3 _ d iː _ kʰ ᴐː5 ŋ _ cʰ a5 n,aɪ m _ p ɹ æ k t ɪ s ɪ ŋ _ m eɪ k ɪ ŋ _ f ɹ ɛ ʃ _ f ɹ uː t _ s m uː ð ɪ z _ f ɔːɹ _ m aɪ _ h ɛ l θ
คุณสนใจที่จะเข้าร่วมเวิร์กช็อปเกี่ยวกับการพัฒนาตนเองไหม,Are you interested in attending a workshop on self-development?,kʰ u n _ s o5 n c a j _ tʰ iː3 _ c a2 _ kʰ a3 w _ r uːa3 m _ w ɤː3 k _ cʰ ᴐ4 p _ k iːa2 w k a2 p _ k aː n _ pʰ a4 t tʰ a4 n aː _ t o n ʔ eː ŋ _ m a5 j,ɑːɹ _ j uː _ ɪ n t ɹ ə s t ᵻ d _ ɪ n _ ɐ t ɛ n d ɪ ŋ _ ɐ _ w ɜː k ʃ ɑː p _ ɑː n _ s ɛ l f d ɪ v ɛ l ə p m ə n t ?
ฉันอยากเริ่มเขียนบล็อกเพื่อแบ่งปันประสบการณ์ของฉันกับผู้อื่น,I want to start writing a blog to share my experiences with others,cʰ a5 n _ j aː2 k _ r ɤː3 m _ kʰ iːa5 n _ bl ᴐ2 k _ pʰ ɯːa3 _ b ɛː2 ŋ p a n _ pr a2 s o2 p k aː n _ kʰ ᴐː5 ŋ _ cʰ a5 n _ k a2 p _ pʰ uː3 ʔ ɯː2 n,aɪ _ w ɑː n t _ t ə _ s t ɑːɹ t _ ɹ aɪ ɾ ɪ ŋ _ ɐ _ b l ɑː ɡ _ t ə _ ʃ ɛɹ _ m aɪ _ ɛ k s p iə ɹ ɪ ə n s ᵻ z _ w ɪ ð _ ʌ ð ɚ z
การมีทัศนคติที่ดีย่อมนำพาเราไปพบกับสิ่งที่ดีในชีวิต,Having a good attitude will lead us to find good things in life,k aː n _ m iː _ tʰ a4 t s a2 n a4 kʰ a4 t i2 _ tʰ iː3 _ d iː _ j ᴐː3 m _ n a m pʰ aː _ r a w _ p a j _ pʰ o4 p _ k a2 p _ s i2 ŋ _ tʰ iː3 _ d iː _ n a j _ cʰ iː w i4 t,h æ v ɪ ŋ _ ɐ _ ɡ ʊ d _ æ ɾ ɪ t uː d _ w ɪ l _ l iː d _ ʌ s _ t ə _ f aɪ n d _ ɡ ʊ d _ θ ɪ ŋ z _ ɪ n _ l aɪ f
ฉันอยากจะเรียนรู้การเล่นเปียโนเพราะชอบเสียงดนตรี,I want to learn to play the piano because I love music,cʰ a5 n _ j aː2 k _ c a2 _ r iːa n r uː4 _ k aː n _ l eː3 n _ p iːa n oː _ pʰr ᴐ4 _ cʰ ᴐː3 p _ s iːa5 ŋ _ d o n tr iː,aɪ _ w ɑː n t _ t ə _ l ɜː n _ t ə _ p l eɪ _ ð ə _ p ɪ æ n oʊ _ b ɪ k ʌ z _ aɪ _ l ʌ v _ m j uː z ɪ k
คุณมีเคล็ดลับอะไรในการสร้างแรงบันดาลใจให้ตัวเองบ้าง,What tips do you have for inspiring yourself?,kʰ u n _ m iː _ kʰl e4 t l a4 p _ ʔ a2 r a j _ n a j _ k aː n _ s aː3 ŋ _ r ɛː ŋ b a n d aː n c a j _ h a3 j _ t uːa ʔ eː ŋ _ b aː3 ŋ,w ʌ t _ t ɪ p s _ d uː _ j uː _ h æ v _ f ɔː ɹ _ ɪ n s p aɪɚ ɹ ɪ ŋ _ j oːɹ s ɛ l f ?
เมื่อเราพร้อมที่จะเรียนรู้สิ่งใหม่เราก็จะเติบโตขึ้นทุกวัน,"When we are ready to learn new things, we grow every day",m ɯːa3 _ r a w _ pʰr ᴐː4 m _ tʰ iː3 _ c a2 _ r iːa n r uː4 _ s i2 ŋ _ m a2 j _ r a w _ k ᴐː3 _ c a2 _ t ɤː2 p t oː _ kʰ ɯ3 n _ tʰ u4 k _ w a n,"w ɛ n _ w iː _ ɑːɹ _ ɹ ɛ d i _ t ə _ l ɜː n _ n uː _ θ ɪ ŋ z , _ w iː _ ɡ ɹ oʊ _ ɛ v ɹ i _ d eɪ"
ฉันคิดว่าความเมตตาและความเข้าใจเป็นสิ่งสำคัญในความสัมพันธ์,I think kindness and understanding are important in relationships,cʰ a5 n _ kʰ i4 t _ w aː3 kʰw aː m _ m eː3 t t aː _ l ɛ4 _ kʰw aː m kʰ a3 w c a j _ p e n _ s i2 ŋ _ s a5 m kʰ a n _ n a j _ kʰw aː m s a5 m pʰ a n,aɪ _ θ ɪ ŋ k _ k aɪ n d n ə s _ æ n d _ ʌ n d ɚ s t æ n d ɪ ŋ _ ɑː ɹ _ ɪ m p oːɹ t ə n t _ ɪ n _ ɹ ɪ l eɪ ʃ ə n ʃ ɪ p s
ถ้าเรายอมรับความแตกต่างของผู้อื่นโลกก็จะสงบสุขขึ้น,"If we accept others' differences, the world will be more peaceful",tʰ aː3 _ r a w _ j ᴐː m r a4 p _ kʰw aː m t ɛː2 k t aː2 ŋ _ kʰ ᴐː5 ŋ _ pʰ uː3 ʔ ɯː2 n _ l oː3 k _ k ᴐː3 _ c a2 _ s a2 ŋ o2 p s u2 k _ kʰ ɯ3 n,"ɪ f _ w iː _ ɐ k s ɛ p t _ ʌ ð ɚ z _ d ɪ f ɹ ə n s ᵻ z , _ ð ə _ w ɜː l d _ w ɪ l _ b iː _ m oːɹ _ p iː s f əl"
การอ่านบทกวีทำให้ฉันเห็นความงามของภาษาและความคิด,Reading poetry helps me see the beauty of language and thought,k aː n _ ʔ aː2 n _ b o2 t k a2 w iː _ tʰ a m h a3 j _ cʰ a5 n _ h e5 n _ kʰw aː m _ ŋ aː m _ kʰ ᴐː5 ŋ _ pʰ aː s aː5 _ l ɛ4 _ kʰw aː m kʰ i4 t,ɹ iː d ɪ ŋ _ p oʊ ɪ t ɹ i _ h ɛ l p s _ m iː _ s iː _ ð ə _ b j uː ɾ i _ ʌ v _ l æ ŋ ɡ w ɪ dʒ _ æ n d _ θ ɔː t
ฉันกำลังลองปลูกสมุนไพรเพื่อใช้ในครัวและเป็นงานอดิเรก,I'm trying to grow herbs to use in the kitchen and as a hobby,cʰ a5 n _ k a m l a ŋ _ l ᴐː ŋ _ pl uː2 k _ s a2 m u5 n pʰr a j _ pʰ ɯːa3 _ cʰ a4 j _ n a j _ kʰr uːa _ l ɛ4 _ p e n _ ŋ aː n ʔ a2 d i2 r eː2 k,aɪ m _ t ɹ aɪ ɪ ŋ _ t ə _ ɡ ɹ oʊ _ ɜː b z _ t ə _ j uː z _ ɪ n ð ə _ k ɪ tʃ ə n _ æ n d _ æ z _ ɐ _ h ɑː b i
คุณอยากเข้าร่วมกลุ่มหนังสือเพื่อแลกเปลี่ยนความคิดเห็นไหม,Would you like to join a book club to exchange ideas?,kʰ u n _ j aː2 k _ kʰ a3 w _ r uːa3 m _ kl u2 m _ n a5 ŋ s ɯː5 _ pʰ ɯːa3 _ l ɛː3 k pl iːa2 n _ kʰw aː m kʰ i4 t h e5 n _ m a5 j,w ʊ d _ j uː _ l aɪ k _ t ə _ dʒ ɔɪ n _ ɐ _ b ʊ k _ k l ʌ b _ t ʊ _ ɛ k s tʃ eɪ n dʒ _ aɪ d iə z ?
การเดินป่าทำให้เราได้ใกล้ชิดธรรมชาติและสุขภาพแข็งแรง,Hiking brings us close to nature and keeps us healthy,k aː n _ d ɤː n p aː2 _ tʰ a m h a3 j _ r a w _ d aː3 j _ kl a3 j cʰ i4 t _ tʰ a m m a4 cʰ aː3 t _ l ɛ4 _ s u2 k kʰ a2 pʰ aː3 p _ kʰ ɛ5 ŋ r ɛː ŋ,h aɪ k ɪ ŋ _ b ɹ ɪ ŋ z _ ʌ s _ k l oʊ s _ t ə _ n eɪ tʃ ɚ _ æ n d _ k iː p s _ ʌ s _ h ɛ l θ i
ฉันเชื่อว่าทุกปัญหาย่อมมีทางแก้ถ้าเราไม่ยอมแพ้,I believe that every problem has a solution if we don't give up,cʰ a5 n _ cʰ ɯːa3 _ w aː3 _ tʰ u4 k _ p a n h aː5 _ j ᴐː3 m _ m iː _ tʰ aː ŋ _ k ɛː3 _ tʰ aː3 _ r a w _ m a3 j _ j ᴐː m pʰ ɛː4,aɪ _ b ɪ l iː v _ ð æ t _ ɛ v ɹ i _ p ɹ ɑː b l ə m _ h ɐ z _ ɐ _ s ə l uː ʃ ə n _ ɪ f _ w iː _ d oʊ n t _ ɡ ɪ v _ ʌ p
