thai sentence,thai phoneme
บุญเสนอว่าเงินเฟ้อจะรู้เฉพาะหมอซีห้าซึ่งคือกรมและอยู่เหนือปลัด,b u n _ s a2 n ɤː5 _ w aː3 _ ŋ ɤ n f ɤː4 _ c a2 _ r uː4 _ cʰ a2 pʰ ᴐ4 _ m ᴐː5 _ s iː _ h aː3 _ s ɯ3 ŋ _ kʰ ɯː _ kr o m _ l ɛ4 _ j uː2 _ n ɯːa5 _ p a2 l a2 t
บุญเสนอเชื่อหลักว่าเงินเฟ้อได้ขยายสู่เมืองจ่อฉุดการค้าคว่ำ,b u n _ s a2 n ɤː5 _ cʰ ɯːa3 _ l a2 k _ w aː3 _ ŋ ɤ n f ɤː4 _ d aː3 j _ kʰ a2 j aː5 j _ s uː2 _ m ɯːa ŋ _ c ᴐː2 _ cʰ u2 t _ k aː n kʰ aː4 _ kʰw a3 m
เมื่อผ่ารื้อฟื้นชื่อแก๊งเอสโฟโต้เหลืออยู่สี่บ้านหัวใสปล้นเบี้ยแม้เมล์ผ่านมือแบงก์ผู้หลอกเหยื่อโดยเห่กล่อมเหยื่อเปิดชื่อบัญชีเผลอละทิ้งความถี่คลื่นนี้เฉย,m ɯːa3 _ pʰ aː2 _ r ɯː4 f ɯː4 n _ cʰ ɯː3 _ k ɛː4 ŋ _ ʔ eː4 s _ f oː _ t oː3 _ l ɯːa5 _ j uː2 _ s iː2 _ b aː3 n _ h uːa5 s a5 j _ pl o3 n _ b iːa3 _ m ɛː4 _ m eː l _ pʰ aː2 n _ m ɯː _ b ɛː ŋ _ pʰ uː3 _ l ᴐː2 k _ j ɯːa2 _ d oː j _ h eː2 _ kl ᴐː2 m _ j ɯːa2 _ p ɤː2 t _ cʰ ɯː3 _ b a n cʰ iː _ pʰl ɤː5 _ l a4 tʰ i4 ŋ _ kʰw aː m tʰ iː2 _ kʰl ɯː3 n _ n iː4 _ cʰ ɤː5 j
ผู้ฟังรู้นะเพลงนี้ชื่อเพลงคือพรหมจรรย์,pʰ uː3 f a ŋ _ r uː4 _ n a4 _ pʰl eː ŋ _ n iː4 _ cʰ ɯː3 _ pʰl eː ŋ _ kʰ ɯː _ pʰr o m m a4 c a n
หมู่ปลาเอือมเยอะเรื่องรื้อโควตาเรือป้องกันจึงต่อเครื่องเรือเพื่อแฟร์แฟร์,m uː2 _ pl aː _ ʔ ɯːa m _ j ɤ4 _ r ɯːa3 ŋ _ r ɯː4 _ kʰ oː w t aː _ r ɯːa _ p ᴐː3 ŋ k a n _ c ɯ ŋ _ t ᴐː2 _ kʰr ɯːa3 ŋ _ r ɯːa _ pʰ ɯːa3 _ f ɛː _ f ɛː
ใครจะเอือมก็ช่างแต่ฉันขอครั้งนี้เสร็จก็หรู,kʰr a j _ c a2 _ ʔ ɯːa m _ k ᴐː3 cʰ a3 ŋ _ t ɛː2 _ cʰ a5 n _ kʰ ᴐː5 _ kʰr a4 ŋ n iː4 _ s e2 t _ k ᴐː3 _ r uː5
หมู่ลนใช้ไม้เขี่ยพลิกเหยื่อเชื้อแล้วฉายอัลตร้าซาวด์,m uː2 _ l o n _ cʰ a4 j _ m aː4 j _ kʰ iːa2 _ pʰl i4 k _ j ɯːa2 _ cʰ ɯːa4 _ l ɛː4 w _ cʰ aː5 j _ ʔ a n _ t a2 r aː3 _ s aː w
พอผ่านการพูดครั้งที่สี่เสร็จนางเธเรสแมรี่เหลืองานเก๋ธารน้ำกว้างสู่ลูกแม่ปลอดภัย,pʰ ᴐː _ pʰ aː2 n _ k aː n _ pʰ uː3 t _ kʰr a4 ŋ _ tʰ iː3 _ s iː2 _ s e2 t _ n aː ŋ _ tʰ eː _ r eː3 t _ m ɛː _ r iː3 _ l ɯːa5 _ ŋ aː n _ k eː5 _ tʰ aː n _ n aː4 m _ kw aː3 ŋ _ s uː2 _ l uː3 k _ m ɛː3 _ pl ᴐː2 t pʰ a j
หล่อกล่าวดำน้ำเจ๋งกว่าสระผม,l ᴐː2 _ kl aː2 w _ d a m n aː4 m _ c eː5 ŋ _ kw aː2 _ s a2 pʰ o5 m
เทียะเป็นหนุ่มเหนือคลั่งเจาะผมตื๊อสื่อครั้งนี้แพร่แคว้น,tʰ ia3 _ p e n _ n u2 m _ n ɯːa5 _ kʰl a3 ŋ _ c ᴐ2 _ pʰ o5 m _ t ɯː4 _ s ɯː2 _ kʰr a4 ŋ n iː4 _ pʰr ɛː3 _ kʰw ɛː4 n
หล่อนกลืนกรดแค่ไหน,l ᴐː2 n _ kl ɯː n _ kr o2 t _ kʰ ɛː3 n a5 j
หนูชื่อเปรียวมีห้าฉายาคือติ๋มคือเฉยคือหมายคือเหล็กและคือท่านดึ๋ง,n uː5 _ cʰ ɯː3 _ pr iːa w _ m iː _ h aː3 _ cʰ aː5 j aː _ kʰ ɯː _ t i5 m _ kʰ ɯː _ cʰ ɤː5 j _ kʰ ɯː _ m aː5 j _ kʰ ɯː _ l e2 k _ l ɛ4 _ kʰ ɯː _ tʰ a3 n _ d ɯ5 ŋ
เหยื่อเครื่องเรือถอยโซ่ตรวนห้าเมตรหลบเรือเปล่า,j ɯːa2 _ kʰr ɯːa3 ŋ _ r ɯːa _ tʰ ᴐː5 j _ s oː3 tr uːa n _ h aː3 _ m eː4 t _ l o2 p _ r ɯːa _ pl a2 w
หมอพรหมินทร์ขอทราบค่ากราฟเพราะอาจเจาะเลือดเสี่ยเตี้ยงเพื่อเตรียมซื้อเวชภัณฑ์,m ᴐː5 _ pʰr o m m i n _ kʰ ᴐː5 _ s aː3 p _ kʰ aː3 _ kr aː4 p _ pʰr ᴐ4 _ ʔ aː2 t _ c ᴐ2 l ɯːa3 t _ s iːa2 _ t iːa3 ŋ _ pʰ ɯːa3 _ tr iːa m _ s ɯː4 _ w eː3 t cʰ a4 pʰ a n
เสี่ยเยาวราชได้ตั๋วทั้งสิ้นห้าฉบับ,s iːa2 _ j a w w a4 r aː3 t _ d aː3 j _ t uːa5 _ tʰ a4 ŋ s i3 n _ h aː3 _ cʰ a2 b a2 p
เหยื่อพันธนาการแฉอ้างขอหลักฐานคดีปล้นต่อเจ้าหน้าที่พอเจ้าหน้าที่ฟ้องกลับจะแบล็กเมล์,j ɯːa2 _ pʰ a n tʰ a4 n aː k aː n _ cʰ ɛː5 _ ʔ aː3 ŋ _ kʰ ᴐː5 _ l a2 k tʰ aː5 n _ kʰ a4 d iː _ pl o3 n _ t ᴐː2 _ c aː3 w n aː3 tʰ iː3 _ pʰ ᴐː _ c aː3 w n aː3 tʰ iː3 _ f ᴐː4 ŋ kl a2 p _ c a2 _ bl ɛ2 k _ m eː l
แม่ผวาจะสร้างรั้วคอนโดอิฐบล็อกเพราะเอื้อกลัวหมาแม่พันธุ์โดเบอร์แมนและเจ้าหมาเผือกตัวเอ้,m ɛː3 _ pʰ a2 w aː5 _ c a2 _ s aː3 ŋ _ r uːa4 _ kʰ ᴐː n d oː _ ʔ i2 t bl ᴐ2 k _ pʰr ᴐ4 _ ʔ ɯːa3 _ kl uːa _ m aː5 _ m ɛː3 pʰ a n _ d oː b ɤː m ɛː n _ l ɛ4 _ c aː3 w _ m aː5 _ pʰ ɯːa2 k _ t uːa ʔ eː3
โธ่ความโง่เง่าของโปรกอล์ฟเสียแชมป์ต่ออัฟกานิสถานชั่ววินาทีห้าลูก,tʰ oː3 _ kʰw aː m _ ŋ oː3 ŋ a3 w _ kʰ ᴐː5 ŋ _ pr oː _ k ᴐː4 p _ s iːa5 _ cʰ ɛː m _ t ᴐː2 _ ʔ a4 f k aː n i4 s a2 tʰ aː5 n _ cʰ uːa3 _ w i4 n aː tʰ iː _ h aː3 _ l uː3 k
เป้ชี้หอพักกว้างกว้างอยู่ฟรีแถวคลองบ้านแพรกแต่แจ๋วเฉไฉเพราะใกล้บ้านเขว้า,p eː3 _ cʰ iː4 _ h ᴐː5 pʰ a4 k _ kw aː3 ŋ _ kw aː3 ŋ _ j uː2 _ fr iː _ tʰ ɛː5 w _ kʰl ᴐː ŋ _ b aː3 n _ pʰr ɛː3 k _ t ɛː2 _ c ɛː5 w _ cʰ eː5 cʰ a5 j _ pʰr ᴐ4 _ kl a3 j _ b aː3 n _ kʰw a3 w
เซียะกล่าวปีเตอร์ฟิลลิปส์พักใกล้คอฟฟีช็อปห้าฮแต่ป้าเตปไม่รู้แหล่ง,s ia3 _ kl aː2 w _ p iː t ɤː3 _ f i n l i4 p _ pʰ a4 k _ kl a3 j _ kʰ ᴐː3 p _ f iː _ cʰ ᴐ4 p _ h aː3 - _ t ɛː2 _ p aː3 _ t eː2 p _ m a3 j _ r uː4 _ l ɛː2 ŋ
สื่อยุ่นแฉซัดดัมตัวปลอมเรียกตรวจรอหลักฐานเพราะคลินตันผู้กว้างขวางโผล่ยืนยัน,s ɯː2 _ j u3 n _ cʰ ɛː5 _ s a4 t _ d a m _ t uːa pl ᴐː m _ r iːa3 k _ tr uːa2 t _ r ᴐː _ l a2 k tʰ aː5 n _ pʰr ᴐ4 _ kʰl i n t a n _ pʰ uː3 kw aː3 ŋ kʰw aː5 ŋ _ pʰl oː2 _ j ɯː n j a n
สื่อกล่าวอย่าตื่นเต้นเพราะเดี๋ยวศิริหวังบุญเกิดก็พรีเซนต์ผิดหรอก,s ɯː2 _ kl aː2 w _ j aː2 _ t ɯː2 n t eː3 n _ pʰr ᴐ4 _ d iːa5 w _ s i2 _ r i4 _ w a5 ŋ _ b u n _ k ɤː2 t _ k ᴐː3 _ pʰr iː s eː n _ pʰ i2 t _ r ᴐː2 k
สุคิรินแฉกล้านรงค์ฮั้วโครงการเพื่อหวังแกรนด์โฮเต็ลเหมาะหรือไม่,s u2 _ kʰ i4 _ r i n _ cʰ ɛː2 k _ l aː4 n _ r o ŋ _ h a4 w _ kʰr oː ŋ k aː n _ pʰ ɯːa3 _ w a5 ŋ _ k a2 r ɛː n _ h oː t e n _ m ᴐ2 _ r ɯː5 m a3 j
สื่อชี้อย่าหวั่นแพ้คดีแม้หลักฐานเหลือเฟือเพราะผิดแง่กฎหมาย,s ɯː2 _ cʰ iː4 _ j aː2 _ w a2 n _ pʰ ɛː4 _ kʰ a4 d iː _ m ɛː4 _ l a2 k tʰ aː5 n _ l ɯːa5 f ɯːa _ pʰr ᴐ4 _ pʰ i2 t _ ŋ ɛː3 _ k o2 t m aː5 j
เมียเบคแคมคว้ากล้องมีแบรนด์เนมแท้ของทีเอพีเทรดดิ้ง,m iːa _ b eː2 k _ kʰ ɛː m _ kʰw aː4 _ kl ᴐː3 ŋ _ m iː _ b a2 r ɛː n _ n eː m _ tʰ ɛː4 _ kʰ ᴐː5 ŋ _ tʰ iː _ ʔ eː pʰ iː _ tʰr eː3 t _ d i3 ŋ
แม้รัฐบาลเกลี่ยงบซื้อเฮลิคอปเตอร์และป้องกันค่าโง่แต่พลาดเสียก่อน,m ɛː4 _ r a4 t tʰ a2 b aː n _ kl iːa2 _ ŋ o4 p _ s ɯː4 _ h eː l i4 kʰ ᴐː3 p t ɤː3 _ l ɛ4 _ p ᴐː3 ŋ k a n _ kʰ aː3 ŋ oː3 _ t ɛː2 _ pʰl aː3 t _ s iːa5 k ᴐː2 n
น้องหญิงโผล่อ้างเซฟเฮาส์เกาะพะงันหรูเลิศแต่ปรากฏผีเฮี้ยน,n ᴐː4 ŋ _ j i5 ŋ _ pʰl oː2 _ ʔ aː3 ŋ _ s eː3 p _ h a w _ k ᴐ2 _ pʰ a4 _ ŋ a n _ r uː5 l ɤː3 t _ t ɛː2 _ pr aː k o2 t _ pʰ iː5 _ h iːa4 n
แม่กล่าวก็หวังว่าจะให้พักฟรีเพราะบาฟส์ซื้อถูก,m ɛː3 _ kl aː2 w _ k ᴐː3 _ w a5 ŋ _ w aː3 _ c a2 _ h a3 j _ pʰ a4 k _ fr iː _ pʰr ᴐ4 _ b aː2 p _ s ɯː4 _ tʰ uː2 k
น้องฮายกับอั๋นเทกระหน่ำสีพลาสติกเกรอะอาคารเละจนแม่พ้อ,n ᴐː4 ŋ _ h aː j _ k a2 p _ ʔ a5 n _ tʰ eː _ kr a2 n a2 m _ s iː5 _ pʰl aː3 t t i2 k _ kr ɤ2 _ ʔ aː kʰ aː n _ l e4 _ c o n _ m ɛː3 _ pʰ ᴐː4
แม่ต้องเกลี่ยย้ายโต๊ะดินเนอร์ตัวใหม่และปริ้นเตอร์เพราะโจ้เล่นพลุ,m ɛː3 _ t ᴐː3 ŋ _ kl iːa2 _ j aː4 j _ t o4 _ d i n n ɤː _ t uːa _ m a2 j _ l ɛ4 _ p a2 r i3 n _ t ɤː3 _ pʰr ᴐ4 _ c oː3 _ l eː3 n _ pʰl u4
แม้เป็นเพลี้ยอ่อนเกาะกลางต้นกล้วยแต่เจ้าหน้าที่ต้องเคลียร์เพราะกว่าเพลี้ยจะแกะออกก็เหนื่อย,m ɛː4 _ p e n _ pʰl iːa4 ʔ ᴐː2 n _ k ᴐ2 _ kl aː ŋ _ t o3 n kl uːa3 j _ t ɛː2 _ c aː3 w n aː3 tʰ iː3 _ t ᴐː3 ŋ _ kʰl iːa _ pʰr ᴐ4 _ kw aː2 _ pʰl iːa4 _ c a2 _ k ɛ2 ʔ ᴐː2 k _ k ᴐː3 _ n ɯːa2 j
แม้เจ้าชายสี่พระองค์หูเบาเพราะคิดว่าเครือข่ายฮั้วรัฐมนตรี,m ɛː4 _ c aː3 w cʰ aː j _ s iː2 _ pʰr a4 ʔ o ŋ _ h uː5 b a w _ pʰr ᴐ4 _ kʰ i4 t _ w aː3 _ kʰr ɯːa kʰ aː2 j _ h a4 w _ r a4 t tʰ a2 m o n tr iː
น้อยกล่าวว่าบ้านกู้แบงก์ซื้อได้เยอะเลยเพราะเฮิร์บรับตรง,n ᴐː4 j _ kl aː2 w _ w aː3 _ b aː3 n _ k uː3 _ b ɛː ŋ _ s ɯː4 _ d aː3 j _ j ɤ4 _ l ɤː j _ pʰr ᴐ4 _ h ɤː3 p _ r a4 p _ tr o ŋ
หนูมะลิรู้ดีว่าตื่นเต้นแม้ต้องผ่าตัดชั่วพริบตา,n uː5 _ m a4 l i4 _ r uː4 _ d iː _ w aː3 _ t ɯː2 n t eː3 n _ m ɛː4 _ t ᴐː3 ŋ _ pʰ aː2 t a2 t _ cʰ uːa3 _ pʰr i4 p t aː
อาร์เจนตินาพลาดสี่วินาทีเสียคะแนนห้าหกแพ้มาเลเซียระยะกระชั้น,ʔ aː c eː n t i2 n aː _ pʰl aː3 t _ s iː2 _ w i4 n aː tʰ iː _ s iːa5 _ kʰ a4 n ɛː n _ h aː3 _ h o2 k _ pʰ ɛː4 _ m aː l eː s iːa _ r a4 j a4 _ kr a2 cʰ a4 n
ป๋อณัฐวุฒิแนะเทรนด์เก๋มอบเคล็ดยอดฮิตเพื่อสร้างคาสโนวา,p ᴐː5 _ n a4 t tʰ a2 _ w u4 t tʰ i4 _ n ɛ4 _ tʰ a4 r eː n _ k eː5 _ m ᴐː3 p _ kʰl e4 t _ j ᴐː3 t _ h i4 t _ pʰ ɯːa3 _ s aː3 ŋ _ kʰ aː3 t _ n oː w aː
สื่อหนังสือพิมพ์แฉทักษิณฮั้วเลือกตั้งเพื่อดิสเครดิตระยะสั้น,s ɯː2 _ n a5 ŋ s ɯː5 pʰ i m _ cʰ ɛː5 _ tʰ a4 k s i5 n _ h a4 w _ l ɯːa3 k t a3 ŋ _ pʰ ɯːa3 _ d i2 t _ kʰr eː d i2 t _ r a4 j a4 _ s a3 n
สื่อวิทยุแฉแก๊งค้าเด็กเยอะขึ้น,s ɯː2 _ w i4 t tʰ a4 j u4 _ cʰ ɛː5 _ k ɛː4 ŋ _ kʰ aː4 _ d e2 k _ j ɤ4 _ kʰ ɯ3 n
โก๊ะมาเฟียจ่อหัวเหยื่อเด็กเพราะเครียดเรื่องตั๋วทัวร์ยุโรป,k o4 _ m aː f iːa _ c ᴐː2 _ h uːa5 _ j ɯːa2 _ d e2 k _ pʰr ᴐ4 _ kʰr iːa3 t _ r ɯːa3 ŋ _ t uːa5 _ tʰ uːa _ j u4 r oː3 p
หมอประเวศดูเฉยแต่แอบกลัวเพราะสื่อกลางขู่ประท้วง,m ᴐː5 _ pr a2 w eː3 t _ d uː _ cʰ ɤː5 j _ t ɛː2 _ ʔ ɛː2 p _ kl uːa _ pʰr ᴐ4 _ s ɯː2 kl aː ŋ _ kʰ uː2 _ pr a2 tʰ uːa4 ŋ
น้องขวัญคว้าตำแหน่งสาวเปรี้ยวเพราะง่าย,n ᴐː4 ŋ _ kʰw a5 n _ kʰw aː4 _ t a m n ɛː2 ŋ _ s aː5 w _ pr iːa3 w _ pʰr ᴐ4 _ ŋ aː3 j
โจ้ได้สี่ฉายาเพราะเขาหล่อขวัญใจท่านหญิง,c oː3 _ d aː3 j _ s iː2 _ cʰ aː5 j aː _ pʰr ᴐ4 _ kʰ a5 w _ l ᴐː2 _ kʰw a5 n c a j _ tʰ a3 n j i5 ŋ
จ่าเบิร์ดทราบเหตุกระบะพลิกแต่กว่าจะเคลียร์ห้าชั่วโมง,c aː2 _ b ɤː2 t _ s aː3 p _ h eː2 t _ kr a2 b a2 _ pʰl i4 k _ t ɛː2 _ kw aː2 _ c a2 _ kʰl iːa _ h aː3 _ cʰ uːa3 m oː ŋ
เมียโหดจ่อฆ่าคาเก๋งแลนด์ครุยเซอร์สีครีมสี่ฝห้าสองสี่แปด,m iːa _ h oː2 t _ c ᴐː2 _ kʰ aː3 _ kʰ aː _ k eː5 ŋ _ l ɛː n _ kʰr u j _ s ɤː3 _ s iː5 kʰr iː m _ s iː2 _ s ᴐː5 ŋ _ s iː2 _ p ɛː2 t
กู๋แกรมมี่กลัวพลาดเพราะคิดว่าป๊ามีกึ๋น,k uː5 _ kr ɛː m _ m iː3 _ kl uːa _ pʰl aː3 t _ pʰr ᴐ4 _ kʰ i4 t _ w aː3 _ p aː4 _ m iː _ k ɯ5 n
สื่อตั้งชื่อเก๋ให้รัฐบาลตี๋ใหญ่,s ɯː2 _ t a3 ŋ cʰ ɯː3 _ k eː5 _ h a3 j _ r a4 t tʰ a2 b aː n _ t iː5 _ j a2 j
สื่อออกโผแฉชีคสุไลมานหรือปรีชาอีงประเสริฐค้าซีดี,s ɯː2 _ ʔ ᴐː2 k _ pʰ oː5 _ cʰ ɛː5 _ cʰ iː kʰ ᴐː _ s u2 _ l a j _ m aː n _ r ɯː5 _ pr iː cʰ aː _ ʔ iː ŋ _ pr a2 s ɤː2 t _ kʰ aː4 _ s iː d iː
เครือพันธมิตรยื้อชุมนุมขู่แบล็กเมล์เสี่ยซ้ง,kʰr ɯːa _ pʰ a n tʰ a4 m i4 t _ j ɯː4 _ cʰ u m n u m _ kʰ uː2 _ bl ɛ2 k _ m eː l _ s iːa2 _ s o4 ŋ
สื่อสามารถขู่บังคับจะฟ้องคืนรัฐบาลนี้หากเสี่ยเชาว์พ้นผิด,s ɯː2 _ s aː5 m aː3 t _ kʰ uː2 _ b a ŋ kʰ a4 p _ c a2 _ f ᴐː4 ŋ _ kʰ ɯː n _ r a4 t tʰ a2 b aː n _ n iː4 _ h aː2 k _ s iːa2 _ cʰ a w _ pʰ o4 n _ pʰ i2 t
ฟาสต์ฟู้ดป้อแป้ผู้ขายหนีหมด,f aː3 t f uː4 t _ p ᴐː3 p ɛː3 _ pʰ uː3 kʰ aː5 j _ n iː5 _ m o2 t
สื่อโฆษณาแอร์ยี่ห้อเอี๊ยบตงจั่นโอ่ทำงานแล้วเงียบ,s ɯː2 kʰ oː s a2 n aː _ ʔ ɛː _ j iː3 h ᴐː3 _ ʔ iːa4 p _ t o ŋ _ c a2 n _ ʔ oː2 _ tʰ a m ŋ aː n _ l ɛː4 w _ ŋ iːa3 p
ปู่พรหมคือพระพรหมมุนีหรือครูยุ่นผู้ให้ขอทาน,p uː2 _ pʰr o m _ kʰ ɯː _ pʰr a4 _ pʰr o m _ m u4 n iː _ r ɯː5 _ kʰr uː _ j u3 n _ pʰ uː3 h a3 j _ kʰ ᴐː5 tʰ aː n
เอ๊ะอิศริยาแต่งเพลงแฉหญิงยอมพลาดเสียพรหมจรรย์,ʔ e4 _ ʔ i2 t _ r i4 _ j aː _ t ɛː2 ŋ pʰl eː ŋ _ cʰ ɛː5 _ j i5 ŋ _ j ᴐː m _ pʰl aː3 t _ s iːa5 _ pʰr o m m a4 c a n
สื่อยุ่นโร่แจ้งแฉในโต๊ะคณะกรรมการฮั้วงบอสังหาริมทรัพย์เกาะอาวาจิเกาะฮาวายเกาะเหลายา,s ɯː2 _ j u3 n _ r oː3 _ c ɛː3 ŋ _ cʰ ɛː5 _ n a j _ t o4 _ kʰ a4 n a4 k a m m a4 k aː n _ h a4 w _ ŋ o4 p _ ʔ a2 s a5 ŋ h aː5 r i m s a4 p _ k ᴐ2 _ ʔ aː _ w aː _ c i2 _ k ᴐ2 _ h aː w aː j _ k ᴐ2 _ l a5 w _ j aː
ยาเกาะหมายเกาะหมากเกาะลิบงเกาะมุกเกาะเภตราเกาะบริติชเกาะคราม,j aː _ k ᴐ2 _ m aː5 j _ k ᴐ2 _ m aː2 k _ k ᴐ2 _ l i4 _ b o ŋ _ k ᴐ2 _ m u4 k _ k ᴐ2 _ pʰ eː tr aː _ k ᴐ2 _ b ᴐː r i4 t i2 t _ k ᴐ2 _ kʰr aː m
ฮ็อคแอ็คโอ่โครงรั้วเหล็กฮั้วไม่มีหรอก,h ᴐ4 k _ ʔ ɛ2 k _ ʔ oː2 _ kʰr oː ŋ _ r uːa4 _ l e2 k _ h a4 w _ m a3 j _ m iː _ r ᴐː2 k
อุตุแจ้งฟ้าครึ้มแถบบางคอแหลมบางกรวย,ʔ u2 t u2 _ c ɛː3 ŋ _ f aː4 _ kʰr ɯ4 m _ tʰ ɛː2 p _ b aː ŋ kʰ ᴐː l ɛː5 m _ b aː ŋ _ kr uːa j
แม่เฒ่าขู่ซ้ำน้องฝาอย่าได้เสียมารยาทต่อเด็ก,m ɛː3 tʰ a3 w _ kʰ uː2 _ s a4 m _ n ᴐː4 ŋ _ f aː5 _ j aː2 _ d aː3 j _ s iːa5 m aː r a4 j aː3 t _ t ᴐː2 _ d e2 k
เสี่ยนักเซิ้งครูเพลงท็อปฮิตจะโผล่เคลียร์ให้ที่บรอดคาสติ้ง,s iːa2 _ n a4 k _ s ɤː4 ŋ _ kʰr uː _ pʰl eː ŋ _ tʰ ᴐ4 p _ h i4 t _ c a2 _ pʰl oː2 _ kʰl iːa _ h a3 j _ tʰ iː3 _ br ᴐː2 t _ kʰ aː3 t _ t i3 ŋ
สี่มหาวิทยาลัยและพันตำรวจเอกห้ามปรามสื่อลามกเว็บโป๊อย่าปล่อยสื่อรูปโป๊เด็ก,s iː2 _ m a4 h aː5 w i4 t tʰ a4 j aː l a j _ l ɛ4 _ pʰ a n t a m r uːa2 t ʔ eː2 k _ h aː3 m pr aː m _ s ɯː2 l aː m o4 k _ w e4 p _ p oː4 _ j aː2 _ pl ᴐː2 j _ s ɯː2 _ r uː3 p _ p oː4 _ d e2 k
สื่อประชาสัมพันธ์ให้เบรกสี่โครงการนี้หวั่นฮั้วแตก,s ɯː2 _ pr a2 cʰ aː s a5 m pʰ a n _ h a3 j _ br eː2 k _ s iː2 _ kʰr oː ŋ k aː n _ n iː4 _ w a2 n _ h a4 w _ t ɛː2 k
หลูขู่ผิดแง่กฎหมายหมิ่นเหม่ทำรัฐจ๋อย,h ᴐː5 _ l uː _ kʰ uː2 _ pʰ i2 t _ ŋ ɛː3 _ k o2 t m aː5 j _ m i2 n m eː2 _ tʰ a m _ r a4 t _ c ᴐː5 j
สื่ออินเตอร์เน็ตด่าฝ่ายค้านแฉหัวเสียบ่นเฮ้อน่าเบื่องานมั่วซั่ว,s ɯː2 _ ʔ i n _ t ɤː3 _ n e4 t _ d aː2 _ f aː2 j kʰ aː4 n _ cʰ ɛː5 _ h uːa5 s iːa5 _ b o2 n _ h ɤː4 _ n aː3 b ɯːa2 _ ŋ aː n _ m uːa3 s a3 w
เด็กชื่อเปิ้ลหน้าหวานตาคล้ายโฉมฉายเลิศอมราภรณ์,d e2 k _ cʰ ɯː3 _ p ɤː3 n _ n aː3 _ w aː5 n _ t aː _ kʰl aː4 j _ cʰ oː5 m cʰ aː5 j _ l ɤː3 t _ ʔ a2 m a4 r aː _ pʰ ᴐː n
เสี่ยหนุ่มขอบอกสื่ออย่าเจ๊าะแจ๊ะคือกลัวเพราะประเดี๋ยวถ้าพลาดสื่อจะชี้แง่ก็เหมือนข่าวฉาว,s iːa2 _ n u2 m _ kʰ ᴐː5 _ b ᴐː2 k _ s ɯː2 _ j aː2 _ c ᴐ4 c ɛ4 _ kʰ ɯː _ kl uːa _ pʰr ᴐ4 _ pr a2 d iːa5 w _ tʰ aː3 _ pʰl aː3 t _ s ɯː2 _ c a2 _ cʰ iː4 _ ŋ ɛː3 _ k ᴐː3 _ m ɯːa5 n _ kʰ aː2 w _ cʰ aː5 w
